"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"1701",1,2,"Head Before",2,461.718,57.969,13.164,8.776,-10585714,321,"Head Before 321"
"1702",2,3,"Head Before",3,464.091,84.072,26.211,17.474,-10125163,321,"Head Before 321"
"1703",3,4,"Head Before",4,463.413,98.988,14.931,9.954,-10322536,321,"Head Before 321"
"1704",4,5,"Head Before",5,464.091,118.989,20.012,13.342,-10652524,321,"Head Before 321"
"1705",5,6,"Head Before",6,465.447,141.702,22.753,15.169,-10652012,321,"Head Before 321"
"1706",6,7,"Head Before",7,468.837,157.296,15.958,10.639,-10388075,321,"Head Before 321"
"1707",7,8,"Head Before",8,468.837,165.771,8.475,5.65,-10322546,321,"Head Before 321"
"1708",8,9,"Head Before",9,475.956,178.653,14.718,9.812,-10126709,321,"Head Before 321"
"1709",9,10,"Head Before",10,479.007,193.569,15.225,10.15,-9535848,321,"Head Before 321"
"1710",10,11,"Head Before",11,489.516,223.401,31.629,21.086,-9535599,321,"Head Before 321"
"1711",11,12,"Head Before",12,494.601,238.995,16.402,10.935,-9468274,321,"Head Before 321"
"1712",12,13,"Head Before",13,498.669,240.012,4.193,2.795,-10322035,321,"Head Before 321"
"1713",13,14,"Head Before",14,503.076,244.758,6.477,4.318,-10257004,321,"Head Before 321"
"1714",14,15,"Head Before",15,503.754,242.724,2.144,1.429,-9930349,321,"Head Before 321"
"1715",15,16,"Head Before",16,503.754,244.08,1.356,0.904,-9797993,321,"Head Before 321"
"1716",16,17,"Head Before",17,504.432,247.131,3.125,2.084,-10126946,321,"Head Before 321"
"1717",17,18,"Head Before",18,512.229,263.403,18.044,12.029,-10058361,321,"Head Before 321"
"1718",18,19,"Head Before",19,495.957,271.2,18.044,12.029,-10324338,321,"Head Before 321"
"1719",19,20,"Head Before",20,483.753,227.13,45.729,30.486,-11710896,321,"Head Before 321"
"1720",20,21,"Head Before",21,503.076,221.367,20.164,13.443,-10523558,321,"Head Before 321"
"1721",21,22,"Head Before",22,501.72,221.367,1.356,0.904,-11047332,321,"Head Before 321"
"1722",22,23,"Head Before",23,504.432,220.011,3.032,2.021,-11309976,321,"Head Before 321"
"1723",23,24,"Head Before",24,505.788,216.96,3.339,2.226,-9599878,321,"Head Before 321"
"1724",24,25,"Head Before",25,525.789,222.045,20.637,13.758,-9401693,321,"Head Before 321"
"1725",25,26,"Head Before",26,531.552,222.723,5.803,3.868,-9993581,321,"Head Before 321"
"1726",26,27,"Head Before",27,532.23,225.774,3.125,2.084,-10123888,321,"Head Before 321"
"1727",27,28,"Head Before",28,532.908,224.079,1.826,1.217,-9532779,321,"Head Before 321"
"1728",28,29,"Head Before",29,533.586,228.486,4.459,2.973,-9800048,321,"Head Before 321"
"1729",29,30,"Head Before",30,533.586,205.095,23.391,15.594,-9864805,321,"Head Before 321"
"1730",30,31,"Head Before",31,516.636,193.569,20.498,13.665,-9931120,321,"Head Before 321"
