"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"105",1,2,"Head Before",2,854.958,557.655,16.95,11.3,-9404550,222,"Head Before 222"
"106",2,3,"Head Before",3,849.195,558.333,5.803,3.868,-8813692,222,"Head Before 222"
"107",3,4,"Head Before",4,835.635,560.367,13.712,9.141,-9470595,222,"Head Before 222"
"108",4,5,"Head Before",5,820.719,561.045,14.931,9.954,-8813434,222,"Head Before 222"
"109",5,6,"Head Before",6,802.413,561.045,18.306,12.204,-9273730,222,"Head Before 222"
"110",6,7,"Head Before",7,787.497,558.333,15.161,10.107,-9340540,222,"Head Before 222"
"111",7,8,"Head Before",8,766.818,558.333,20.679,13.786,-9273732,222,"Head Before 222"
"112",8,9,"Head Before",9,819.363,548.163,53.52,35.68,-9995648,222,"Head Before 222"
"113",9,10,"Head Before",10,828.516,547.485,9.178,6.119,-9272705,222,"Head Before 222"
"114",10,11,"Head Before",11,831.567,551.892,5.36,3.573,-9667973,222,"Head Before 222"
"115",11,12,"Head Before",12,841.398,553.926,10.039,6.693,-8683915,222,"Head Before 222"
"116",12,13,"Head Before",13,842.076,550.536,3.457,2.305,-9602181,222,"Head Before 222"
"117",13,14,"Head Before",14,846.483,547.485,5.36,3.573,-9539473,222,"Head Before 222"
"118",14,15,"Head Before",15,850.551,546.807,4.124,2.749,-9669780,222,"Head Before 222"
"119",15,16,"Head Before",16,836.991,545.451,13.628,9.085,-9603471,222,"Head Before 222"
"120",16,17,"Head Before",17,817.329,541.383,20.078,13.386,-9995648,222,"Head Before 222"
"121",17,18,"Head Before",18,796.65,539.01,20.815,13.876,-8878974,222,"Head Before 222"
"122",18,19,"Head Before",19,777.327,537.654,19.371,12.914,-9537424,222,"Head Before 222"
"123",19,20,"Head Before",20,765.462,539.01,11.942,7.961,-8681848,222,"Head Before 222"
"124",20,21,"Head Before",21,755.292,542.061,10.618,7.079,-9471883,222,"Head Before 222"
"125",21,22,"Head Before",22,747.495,544.095,8.058,5.372,-9603208,222,"Head Before 222"
"126",22,23,"Head Before",23,741.054,544.095,6.441,4.294,-9668490,222,"Head Before 222"
"127",23,24,"Head Before",24,714.951,545.451,26.138,17.425,-9669260,222,"Head Before 222"
"128",24,25,"Head Before",25,698.34,542.061,16.953,11.302,-9340802,222,"Head Before 222"
"129",25,26,"Head Before",26,678.678,538.332,20.012,13.342,-9472386,222,"Head Before 222"
"130",26,27,"Head Before",27,651.558,527.823,29.085,19.39,-9273981,222,"Head Before 222"
"131",27,28,"Head Before",28,630.201,519.348,22.977,15.318,-9208452,222,"Head Before 222"
"132",28,29,"Head Before",29,621.726,500.025,21.1,14.067,-8814723,222,"Head Before 222"
"133",29,30,"Head Before",30,623.76,485.787,14.383,9.588,-8681848,222,"Head Before 222"
"134",30,31,"Head Before",31,615.285,467.142,20.481,13.654,-9732989,222,"Head Before 222"
"135",31,32,"Head Before",32,601.725,447.48,23.884,15.923,-9075072,222,"Head Before 222"
"136",32,33,"Head Before",33,601.047,431.208,16.286,10.857,-8812405,222,"Head Before 222"
"137",33,34,"Head Before",34,596.301,422.394,10.011,6.674,-9468801,222,"Head Before 222"
"138",34,35,"Head Before",35,593.928,418.326,4.71,3.14,-9142910,222,"Head Before 222"
"139",35,36,"Head Before",36,590.538,413.919,5.56,3.707,-9010560,222,"Head Before 222"
"140",36,37,"Head Before",37,590.538,411.207,2.712,1.808,-9273467,222,"Head Before 222"
"141",37,38,"Head Before",38,589.86,410.529,0.959,0.639,-9799033,222,"Head Before 222"
"142",38,39,"Head Before",39,591.894,409.173,2.445,1.63,-9601667,222,"Head Before 222"
"143",39,40,"Head Before",40,592.572,404.088,5.13,3.42,-9010044,222,"Head Before 222"
"144",40,41,"Head Before",41,597.657,380.697,23.937,15.958,-8288127,222,"Head Before 222"
"145",41,42,"Head Before",42,608.844,360.018,23.511,15.674,-9141376,222,"Head Before 222"
"146",42,43,"Head Before",43,623.76,359.34,14.931,9.954,-9140865,222,"Head Before 222"
"147",43,44,"Head Before",44,632.574,361.374,9.046,6.03,-9142656,222,"Head Before 222"
"148",44,45,"Head Before",45,631.557,364.086,2.896,1.931,-9078404,222,"Head Before 222"
"149",45,46,"Head Before",46,630.879,365.781,1.826,1.217,-9206658,222,"Head Before 222"
"150",46,47,"Head Before",47,633.252,365.103,2.468,1.645,-9735057,222,"Head Before 222"
"151",47,48,"Head Before",48,636.642,367.137,3.953,2.636,-9141627,222,"Head Before 222"
"152",48,49,"Head Before",49,639.354,370.527,4.341,2.894,-9667714,222,"Head Before 222"
"153",49,50,"Head Before",50,635.964,357.984,12.993,8.662,-9208198,222,"Head Before 222"
"154",50,51,"Head Before",51,639.354,356.967,3.539,2.36,-9470333,222,"Head Before 222"
"155",51,52,"Head Before",52,639.354,354.933,2.034,1.356,-9469055,222,"Head Before 222"
